name,id,imageurl,xdescription,ydescription,height,category,weight,typeofpokemon,weaknesses,evolutions,abilities,genderless,cycles,egg_groups,evolvedfrom,reason,base_exp,classification,percent_male,percent_female,abilities_hidden,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,description,status,total_points,base_friendship,growth_rate,effectiveness
Flabébé,#669,https://assets.pokemon.com/assets/cms2/img/pokedex/full/669.png,"When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind's embrace with an untroubled heart.",It draws out and controls the hidden power of flowers. The flower Flabébé holds is most likely part of its body.,"0' 04""",Single Bloom,0.2 lbs,['Fairy'],"['Steel', 'Poison']","['#669', '#670', '#671']",['Flower Veil'],0,20 ,Fairy ,,,61,Single Bloom Pokémon,0,100,Symbiosis,225,5120,44,38,39,61,79,42,"It’s not safe without the power of a flower, but it will keep traveling around until it finds one with the color and shape it wants.",Normal,330,70,Medium Slow,"[100, 100, 100, 100, 100, 100, 200, 100, 100, 100, 0, 200, 100, 50, 100, 50, 100, 200]"
Floette,#670,https://assets.pokemon.com/assets/cms2/img/pokedex/full/670.png,"When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance.",It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.,"0' 08""",Single Bloom,2.0 lbs,['Fairy'],"['Steel', 'Poison']","['#669', '#670', '#671']",['Flower Veil'],0,20 ,Fairy ,#669,(Level 19),130,Fairy Pokémon,0,100,Symbiosis,120,5120,54,45,47,75,98,52,"It raises flowers and uses them as weapons. The more gorgeous the blossom, the more power it contains.",Normal,510,70,Medium Slow,"[100, 100, 100, 100, 100, 100, 200, 100, 100, 100, 0, 200, 100, 50, 100, 50, 100, 200]"
Florges,#671,https://assets.pokemon.com/assets/cms2/img/pokedex/full/671.png,"In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains.","It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants.","3' 07""",Garden,22.0 lbs,['Fairy'],"['Steel', 'Poison']","['#669', '#670', '#671']",['Flower Veil'],0,20 ,Fairy ,#670,(use Shiny Stone),248,Garden Pokémon,0,100,Symbiosis,45,5120,78,65,68,112,154,75,It controls the flowers it grows. The petal blizzards that Florges triggers are overwhelming in their beauty and power.,Normal,300,70,Fast,"[100, 100, 100, 100, 100, 100, 200, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100]"
Skiddo,#672,https://assets.pokemon.com/assets/cms2/img/pokedex/full/672.png,"If it has sunshine and water, it doesn't need to eat, because it can generate energy from the leaves on its back.","Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition.","2' 11""",Mount,68.3 lbs,['Grass'],"['Fire', 'Flying', 'Poison', 'Ice', 'Bug']","['#672', '#673']",['Sap Sipper'],0,20 ,Field ,,,70,Mount Pokémon,50,50,Grass Pelt,200,5120,66,65,48,62,57,52,"Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition.",Normal,470,70,Fast,"[100, 100, 100, 100, 100, 100, 200, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100]"
Gogoat,#673,https://assets.pokemon.com/assets/cms2/img/pokedex/full/673.png,They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.,It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.,"5' 07""",Mount,200.6 lbs,['Grass'],"['Fire', 'Flying', 'Poison', 'Ice', 'Bug']","['#672', '#673']",['Sap Sipper'],0,20 ,Field ,#672,(Level 32),186,Mount Pokémon,50,50,Grass Pelt,45,5120,123,100,62,97,81,68,It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.,Normal,290,70,Medium Slow,"[100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 50, 200, 100, 200, 100, 200, 100, 100]"
Pancham,#674,https://assets.pokemon.com/assets/cms2/img/pokedex/full/674.png,"It does its level best to glare and pull a scary face, but it can't help grinning if anyone pats its head.","It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark.","2' 00""",Playful,17.6 lbs,['Fighting'],"['Psychic', 'Flying', 'Fairy']","['#674', '#675']",['Iron Fist'],0,25 ,"Field, Human-Like ",,,70,Playful Pokémon,50.2,49.8,Scrappy,220,6400,67,82,62,46,48,43,It chooses a Pangoro as its master and then imitates its master’s actions. This is how it learns to battle and hunt for prey.,Normal,390,70,Medium Slow,"[100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 50, 200, 100, 200, 100, 200, 100, 100]"
Pangoro,#675,https://assets.pokemon.com/assets/cms2/img/pokedex/full/675.png,"It charges ahead and bashes its opponents like a berserker, uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole.","Although it possesses a violent temperament, it won't put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies.","6' 11""",Daunting,299.8 lbs,"['Fighting', 'Dark']","['Flying', 'Fairy', 'Fighting']","['#674', '#675']",['Iron Fist'],0,25 ,"Field, Human-Like ",#674,"(Level 32, Dark type Pokémon in party)",173,Daunting Pokémon,50.2,49.8,Scrappy,65,6400,95,124,78,69,71,58,"This Pokémon is quick to anger, and it has no problem using its prodigious strength to get its way. It lives for duels against Obstagoon.",Normal,490,70,Medium Slow,"[100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 50, 200, 100, 200, 100, 200, 100, 100]"
Furfrou,#676,https://assets.pokemon.com/assets/cms2/img/pokedex/full/676.png,"Historically, in the Kalos region, these Pokémon were the designated guardians of the king.",Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements.,"3' 11""",Poodle,61.7 lbs,['Normal'],['Fighting'],['#676'],['Fur Coat'],0,20 ,Field ,,,165,Poodle Pokémon,50,50,,160,5120,75,80,60,65,90,102,There was an era when aristocrats would compete to see who could trim their Furfrou’s fur into the most exquisite style.,Normal,290,70,Medium Slow,"[100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 50, 200, 100, 200, 100, 200, 100, 100]"
Espurr,#677,https://assets.pokemon.com/assets/cms2/img/pokedex/full/677.png,"It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power.",The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.,"1' 00""",Restraint,7.7 lbs,['Psychic'],"['Ghost', 'Dark', 'Bug']","['#677', '#678']",['Keen Eye'],0,19 ,Field ,,,71,Restraint Pokémon,50.2,49.8,Own Tempo,190,5120,62,48,54,63,60,68,"Though Espurr’s expression never changes, behind that blank stare is an intense struggle to contain its devastating psychic power.",Normal,370,70,Medium Slow,"[100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 50, 200, 100, 200, 100, 200, 100, 100]"
Meowstic,#678,https://assets.pokemon.com/assets/cms2/img/pokedex/full/678.png,The eyeball patterns on the interior of its ears emit psychic energy. It keeps the patterns tightly covered because that power is too immense.,"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust.","2' 00""",Constraint,18.7 lbs,['Psychic'],"['Ghost', 'Dark', 'Bug']","['#677', '#678']",['Keen Eye'],0,20 ,Field ,#677,(Level 25),163,Constraint Pokémon,50*,50*,Prankster,75,5120,74,48,76,83,81,104,"Revealing the eyelike patterns on the insides of its ears will unleash its psychic powers. It normally keeps the patterns hidden, however.",Normal,490,70,Medium Slow,"[100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 50, 200, 100, 200, 100, 200, 100, 100]"
Honedge,#679,https://assets.pokemon.com/assets/cms2/img/pokedex/full/679.png,"If anyone dares to grab its hilt, it wraps a blue cloth around that person's arm and drains that person's life energy completely.",Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.,"2' 07""",Sword,4.4 lbs,"['Steel', 'Ghost']","['Fire', 'Ghost', 'Dark', 'Ground']","['#679', '#680', '#681']",['No Guard'],0,20 ,Mineral ,,,65,Sword Pokémon,50.2,49.8,,180,5120,45,80,100,35,37,28,Honedge’s soul once belonged to a person who was killed a long time ago by the sword that makes up Honedge’s body.,Normal,305,70,Medium Fast,"[100, 50, 50, 400, 100, 100, 50, 100, 0, 100, 100, 50, 200, 100, 100, 100, 50, 100]"
Doublade,#680,https://assets.pokemon.com/assets/cms2/img/pokedex/full/680.png,"The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay.","When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons.","2' 07""",Sword,9.9 lbs,"['Steel', 'Ghost']","['Fire', 'Ghost', 'Dark', 'Ground']","['#679', '#680', '#681']",['No Guard'],0,20 ,Mineral ,#679,(Level 35),157,Sword Pokémon,50.2,49.8,,90,5120,59,110,150,45,49,35,Honedge evolves into twins. The two blades rub together to emit a metallic sound that unnerves opponents.,Normal,473,70,Medium Fast,"[100, 50, 50, 400, 100, 100, 50, 100, 0, 100, 100, 50, 200, 100, 100, 100, 50, 100]"
Aegislash,#681,https://assets.pokemon.com/assets/cms2/img/pokedex/full/681.png,"Apparently, it can detect the innate qualities of leadership. According to legend, whoever it recognizes is destined to become king.","Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon.","5' 07""",Royal Sword,116.8 lbs,"['Steel', 'Ghost']","['Fire', 'Ghost', 'Dark', 'Ground']","['#679', '#680', '#681']",['Stance Change'],0,20 ,Mineral ,#680,(use Dusk Stone),234,Royal Sword Pokémon,50.2,49.8,,45,5120,60,50,140,50,140,60,"In this defensive stance, Aegislash uses its steel body and a force field of spectral power to reduce the damage of any attack.",Normal,305,70,Slow,"[100, 200, 100, 100, 100, 50, 200, 100, 100, 100, 100, 100, 200, 100, 100, 100, 200, 100]"
Spritzee,#682,https://assets.pokemon.com/assets/cms2/img/pokedex/full/682.png,"In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked.",It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.,"0' 08""",Perfume,1.1 lbs,['Fairy'],"['Steel', 'Poison']","['#682', '#683']",['Healer'],0,20 ,Fairy ,,,68,Perfume Pokémon,50.2,49.8,Aroma Veil,200,5120,78,52,60,63,65,23,A scent pouch within this Pokémon’s body allows it to create various scents. A change in its diet will alter the fragrance it produces.,Normal,395,70,Slow,"[100, 200, 100, 100, 100, 50, 200, 100, 100, 100, 100, 100, 200, 100, 100, 100, 200, 100]"
Aromatisse,#683,https://assets.pokemon.com/assets/cms2/img/pokedex/full/683.png,"Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it.","It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle.","2' 07""",Fragrance,34.2 lbs,['Fairy'],"['Steel', 'Poison']","['#682', '#683']",['Healer'],0,20 ,Fairy ,#682,(trade holding Sachet),162,Fragrance Pokémon,50.2,49.8,Aroma Veil,140,5120,101,72,72,99,89,29,The scent that constantly emits from its fur is so powerful that this Pokémon’s companions will eventually lose their sense of smell.,Normal,535,70,Slow,"[100, 200, 100, 100, 100, 50, 200, 100, 100, 100, 100, 100, 200, 100, 100, 100, 200, 100]"
Swirlix,#684,https://assets.pokemon.com/assets/cms2/img/pokedex/full/684.png,"Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy.","To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy.","1' 04""",Cotton Candy,7.7 lbs,['Fairy'],"['Steel', 'Poison']","['#684', '#685']",['Sweet Veil'],0,20 ,Fairy ,,,68,Cotton Candy Pokémon,50.2,49.8,Unburden,200,5120,62,48,66,59,57,49,"It eats its own weight in sugar every day. If it doesn’t get enough sugar, it becomes incredibly grumpy.",Normal,335,70,Medium Fast,"[100, 200, 50, 50, 50, 200, 200, 200, 50, 200, 100, 200, 100, 0, 100, 100, 100, 100]"
Slurpuff,#685,https://assets.pokemon.com/assets/cms2/img/pokedex/full/685.png,"Its sense of smell is 100 million times better than a human's, so even the faintest scent tells it about everything in the area. It's like it can see with its nose!",It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.,"2' 07""",Meringue,11.0 lbs,['Fairy'],"['Steel', 'Poison']","['#684', '#685']",['Sweet Veil'],0,20 ,Fairy ,#684,(trade holding Whipped Dream),168,Meringue Pokémon,50.2,49.8,Unburden,140,5120,82,80,86,85,75,72,"By taking in a person’s scent, it can sniff out their mental and physical condition. It’s hoped that this skill will have many medical applications.",Normal,475,70,Medium Fast,"[100, 200, 50, 50, 50, 200, 200, 200, 50, 200, 100, 200, 100, 0, 100, 100, 100, 100]"
Inkay,#686,https://assets.pokemon.com/assets/cms2/img/pokedex/full/686.png,"It flashes the light-emitting spots on its body, which drains its opponent's will to fight. It takes the opportunity to scuttle away and hide.",Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.,"1' 04""",Revolving,7.7 lbs,"['Dark', 'Psychic']","['Fairy', 'Bug']","['#686', '#687']",['Suction Cups'],0,20 ,"Water 1, Water 2 ",,,58,Revolving Pokémon,50.2,49.8,Infiltrator,190,5120,53,54,53,37,46,45,It spins while making its luminescent spots flash. These spots allow it to communicate with others by using different patterns of light.,Normal,428,70,Medium Fast,"[100, 100, 100, 100, 50, 200, 50, 100, 0, 50, 100, 50, 200, 100, 100, 100, 50, 100]"
Malamar,#687,https://assets.pokemon.com/assets/cms2/img/pokedex/full/687.png,"It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids.","It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants.","4' 11""",Overturning,103.6 lbs,"['Dark', 'Psychic']","['Fairy', 'Bug']","['#686', '#687']",['Suction Cups'],0,20 ,"Water 1, Water 2 ",#686,"(Level 30, holding console upside down)",169,Overturning Pokémon,50.2,49.8,Infiltrator,80,5120,86,92,88,68,75,73,"Gazing at its luminescent spots will quickly induce a hypnotic state, putting the observer under Malamar’s control.",Normal,315,70,Medium Fast,"[100, 200, 100, 100, 50, 100, 50, 100, 50, 200, 100, 100, 200, 100, 100, 100, 100, 100]"
Binacle,#688,https://assets.pokemon.com/assets/cms2/img/pokedex/full/688.png,"They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.","Two Binacle live together on one rock. When they fight, one of them will move to a different rock.","1' 08""",Two-Handed,68.3 lbs,"['Rock', 'Water']","['Electric', 'Fighting', 'Grass', 'Ground']","['#688', '#689']",['Sniper'],0,20 ,Water 3 ,,,61,Two-Handed Pokémon,50.2,49.8,Pickpocket,120,5120,42,52,67,39,56,50,"After two Binacle find a suitably sized rock, they adhere themselves to it and live together. They cooperate to gather food during high tide.",Normal,495,70,Medium Fast,"[50, 400, 100, 100, 25, 50, 100, 0, 100, 100, 50, 50, 100, 100, 50, 100, 50, 50]"
Barbaracle,#689,https://assets.pokemon.com/assets/cms2/img/pokedex/full/689.png,"Barbaracle's legs and hands have minds of their own, and they will move independently. But they usually follow the head's orders.","When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle.","4' 03""",Collective,211.6 lbs,"['Rock', 'Water']","['Electric', 'Fighting', 'Grass', 'Ground']","['#688', '#689']",['Sniper'],0,20 ,Water 3 ,#688,(Level 39),175,Collective Pokémon,50.2,49.8,Pickpocket,45,5120,72,105,115,54,86,68,Seven Binacle come together to form one Barbaracle. The Binacle that serves as the head gives orders to those serving as the limbs.,Normal,294,70,Medium Fast,"[100, 200, 50, 50, 25, 200, 50, 100, 100, 200, 200, 100, 100, 100, 100, 100, 100, 50]"
Skrelp,#690,https://assets.pokemon.com/assets/cms2/img/pokedex/full/690.png,It looks just like rotten kelp. It hides from foes while storing up power for its evolution.,"Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off.","1' 08""",Mock Kelp,16.1 lbs,"['Poison', 'Water']","['Psychic', 'Electric', 'Ground']","['#690', '#691']",['Poison Point'],0,20 ,"Dragon, Water 1 ",,,64,Mock Kelp Pokémon,50.2,49.8,Adaptability,225,5120,50,60,60,60,60,30,"It drifts in the ocean, blending in with floating seaweed. When other Pokémon come to feast on the seaweed, Skrelp feasts on them instead.",Normal,464,70,Medium Fast,"[100, 200, 50, 50, 25, 200, 50, 100, 100, 200, 200, 100, 100, 100, 100, 100, 100, 50]"
Dragalge,#691,https://assets.pokemon.com/assets/cms2/img/pokedex/full/691.png,"Tales are told of ships that wander into seas where Dragalge live, never to return.","Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory.","5' 11""",Mock Kelp,179.7 lbs,"['Poison', 'Dragon']","['Psychic', 'Dragon', 'Ice', 'Ground']","['#690', '#691']",['Poison Point'],0,20 ,"Dragon, Water 1 ",#690,(Level 48),173,Mock Kelp Pokémon,50.2,49.8,Adaptability,55,5120,65,75,90,97,123,44,Dragalge uses a poisonous liquid capable of corroding metal to send tankers that enter its territory to the bottom of the sea.,Normal,335,70,Medium Fast,"[0, 50, 0, 200, 200, 50, 0, 50, 100, 100, 100, 50, 100, 200, 100, 200, 50, 100]"
